NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP12||Autoidentificación
Chiquimula,San Juan Ermita,Hombre,24,95,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,24,34,Maya
Chiquimula,San Juan Ermita,Hombre,25,101,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,25,45,Maya
Chiquimula,San Juan Ermita,Hombre,26,1,Extranjera (o)
Chiquimula,San Juan Ermita,Hombre,26,1,Garífuna
Chiquimula,San Juan Ermita,Hombre,26,94,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,26,39,Maya
Chiquimula,San Juan Ermita,Hombre,27,100,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,27,35,Maya
Chiquimula,San Juan Ermita,Hombre,28,1,Extranjera (o)
Chiquimula,San Juan Ermita,Hombre,28,101,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,28,38,Maya
Chiquimula,San Juan Ermita,Hombre,29,64,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,29,43,Maya
Chiquimula,San Juan Ermita,Hombre,30,69,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,30,37,Maya
Chiquimula,San Juan Ermita,Hombre,31,67,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,31,27,Maya
Chiquimula,San Juan Ermita,Hombre,32,75,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,32,34,Maya
Chiquimula,San Juan Ermita,Hombre,33,1,Garífuna
Chiquimula,San Juan Ermita,Hombre,33,61,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,33,24,Maya
Chiquimula,San Juan Ermita,Hombre,34,53,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,34,24,Maya
Chiquimula,San Juan Ermita,Hombre,35,1,Garífuna
Chiquimula,San Juan Ermita,Hombre,35,60,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,35,40,Maya
Chiquimula,San Juan Ermita,Hombre,36,1,Garífuna
Chiquimula,San Juan Ermita,Hombre,36,73,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,36,35,Maya
Chiquimula,San Juan Ermita,Hombre,37,50,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,37,24,Maya
Chiquimula,San Juan Ermita,Hombre,38,49,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,38,21,Maya
Chiquimula,San Juan Ermita,Hombre,39,44,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,39,27,Maya
Chiquimula,San Juan Ermita,Hombre,40,52,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,40,26,Maya
Chiquimula,San Juan Ermita,Hombre,41,1,Afrodescendiente/Creole/Afromestizo
Chiquimula,San Juan Ermita,Hombre,41,44,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,41,20,Maya
Chiquimula,San Juan Ermita,Hombre,42,60,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,42,24,Maya
Chiquimula,San Juan Ermita,Hombre,43,44,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,43,22,Maya
Chiquimula,San Juan Ermita,Hombre,44,43,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,44,22,Maya
Chiquimula,San Juan Ermita,Hombre,45,55,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,45,21,Maya
Chiquimula,San Juan Ermita,Hombre,46,45,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,46,16,Maya
Chiquimula,San Juan Ermita,Hombre,47,46,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,47,22,Maya
Chiquimula,San Juan Ermita,Hombre,48,48,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,48,15,Maya
Chiquimula,San Juan Ermita,Hombre,49,39,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,49,14,Maya
Chiquimula,San Juan Ermita,Hombre,50,48,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,50,14,Maya
Chiquimula,San Juan Ermita,Hombre,51,1,Extranjera (o)
Chiquimula,San Juan Ermita,Hombre,51,1,Garífuna
Chiquimula,San Juan Ermita,Hombre,51,31,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,51,10,Maya
Chiquimula,San Juan Ermita,Hombre,52,49,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,52,21,Maya
Chiquimula,San Juan Ermita,Hombre,53,28,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,53,16,Maya
Chiquimula,San Juan Ermita,Hombre,54,45,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,54,9,Maya
Chiquimula,San Juan Ermita,Hombre,55,26,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,55,12,Maya
Chiquimula,San Juan Ermita,Hombre,56,28,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,56,15,Maya
Chiquimula,San Juan Ermita,Hombre,57,1,Garífuna
Chiquimula,San Juan Ermita,Hombre,57,40,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,57,15,Maya
Chiquimula,San Juan Ermita,Hombre,58,1,Afrodescendiente/Creole/Afromestizo
Chiquimula,San Juan Ermita,Hombre,58,30,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,58,16,Maya
Chiquimula,San Juan Ermita,Hombre,59,30,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,59,14,Maya
Chiquimula,San Juan Ermita,Hombre,60,1,Afrodescendiente/Creole/Afromestizo
Chiquimula,San Juan Ermita,Hombre,60,42,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,60,21,Maya
Chiquimula,San Juan Ermita,Hombre,61,18,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,61,6,Maya
Chiquimula,San Juan Ermita,Hombre,62,1,Garífuna
Chiquimula,San Juan Ermita,Hombre,62,26,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,62,11,Maya
Chiquimula,San Juan Ermita,Hombre,63,27,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,63,5,Maya
Chiquimula,San Juan Ermita,Hombre,64,17,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,64,13,Maya
Chiquimula,San Juan Ermita,Hombre,65,32,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,65,14,Maya
Chiquimula,San Juan Ermita,Hombre,66,26,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,66,7,Maya
Chiquimula,San Juan Ermita,Hombre,67,23,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,67,12,Maya
Chiquimula,San Juan Ermita,Hombre,68,22,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,68,7,Maya
Chiquimula,San Juan Ermita,Hombre,69,18,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,69,10,Maya
Chiquimula,San Juan Ermita,Hombre,70,19,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,70,15,Maya
Chiquimula,San Juan Ermita,Hombre,71,20,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,71,3,Maya
Chiquimula,San Juan Ermita,Hombre,72,17,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,72,11,Maya
Chiquimula,San Juan Ermita,Hombre,73,20,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,73,9,Maya
Chiquimula,San Juan Ermita,Hombre,74,19,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,74,7,Maya
Chiquimula,San Juan Ermita,Hombre,75,19,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,75,7,Maya
Chiquimula,San Juan Ermita,Hombre,76,13,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,76,3,Maya
Chiquimula,San Juan Ermita,Hombre,77,15,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,77,7,Maya
Chiquimula,San Juan Ermita,Hombre,78,19,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,78,8,Maya
Chiquimula,San Juan Ermita,Hombre,79,8,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,79,8,Maya
Chiquimula,San Juan Ermita,Hombre,80,7,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,80,4,Maya
Chiquimula,San Juan Ermita,Hombre,81,4,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,81,2,Maya
Chiquimula,San Juan Ermita,Hombre,82,13,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,82,4,Maya
Chiquimula,San Juan Ermita,Hombre,83,6,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,83,3,Maya
Chiquimula,San Juan Ermita,Hombre,84,4,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,84,1,Maya
Chiquimula,San Juan Ermita,Hombre,85,8,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,85,4,Maya
Chiquimula,San Juan Ermita,Hombre,86,4,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,86,4,Maya
Chiquimula,San Juan Ermita,Hombre,87,3,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,87,1,Maya
Chiquimula,San Juan Ermita,Hombre,88,7,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,88,4,Maya
Chiquimula,San Juan Ermita,Hombre,89,4,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,90,1,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,91,2,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,91,1,Maya
Chiquimula,San Juan Ermita,Hombre,92,1,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,93,2,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,93,1,Maya
Chiquimula,San Juan Ermita,Hombre,94,2,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,96,1,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,97,1,Ladina (o)
Chiquimula,San Juan Ermita,Hombre,97,2,Maya
Chiquimula,San Juan Ermita,Hombre,98,1,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,0,1,Garífuna
Chiquimula,San Juan Ermita,Mujer,0,103,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,0,53,Maya
Chiquimula,San Juan Ermita,Mujer,1,117,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,1,71,Maya
Chiquimula,San Juan Ermita,Mujer,2,162,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,2,69,Maya
Chiquimula,San Juan Ermita,Mujer,3,116,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,3,73,Maya
Chiquimula,San Juan Ermita,Mujer,4,1,Garífuna
Chiquimula,San Juan Ermita,Mujer,4,124,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,4,67,Maya
Chiquimula,San Juan Ermita,Mujer,5,1,Extranjera (o)
Chiquimula,San Juan Ermita,Mujer,5,112,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,5,48,Maya
Chiquimula,San Juan Ermita,Mujer,6,1,Garífuna
Chiquimula,San Juan Ermita,Mujer,6,118,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,6,68,Maya
Chiquimula,San Juan Ermita,Mujer,7,2,Garífuna
Chiquimula,San Juan Ermita,Mujer,7,122,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,7,58,Maya
Chiquimula,San Juan Ermita,Mujer,8,1,Extranjera (o)
Chiquimula,San Juan Ermita,Mujer,8,117,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,8,45,Maya
Chiquimula,San Juan Ermita,Mujer,9,115,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,9,51,Maya
Chiquimula,San Juan Ermita,Mujer,10,108,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,10,57,Maya
Chiquimula,San Juan Ermita,Mujer,11,118,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,11,56,Maya
Chiquimula,San Juan Ermita,Mujer,12,1,Garífuna
Chiquimula,San Juan Ermita,Mujer,12,106,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,12,53,Maya
Chiquimula,San Juan Ermita,Mujer,13,1,Garífuna
Chiquimula,San Juan Ermita,Mujer,13,109,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,13,66,Maya
Chiquimula,San Juan Ermita,Mujer,14,141,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,14,44,Maya
Chiquimula,San Juan Ermita,Mujer,15,1,Afrodescendiente/Creole/Afromestizo
Chiquimula,San Juan Ermita,Mujer,15,123,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,15,57,Maya
Chiquimula,San Juan Ermita,Mujer,16,1,Afrodescendiente/Creole/Afromestizo
Chiquimula,San Juan Ermita,Mujer,16,120,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,16,64,Maya
Chiquimula,San Juan Ermita,Mujer,17,1,Afrodescendiente/Creole/Afromestizo
Chiquimula,San Juan Ermita,Mujer,17,153,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,17,73,Maya
Chiquimula,San Juan Ermita,Mujer,18,2,Garífuna
Chiquimula,San Juan Ermita,Mujer,18,140,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,18,74,Maya
Chiquimula,San Juan Ermita,Mujer,19,1,Garífuna
Chiquimula,San Juan Ermita,Mujer,19,117,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,19,64,Maya
Chiquimula,San Juan Ermita,Mujer,20,1,Afrodescendiente/Creole/Afromestizo
Chiquimula,San Juan Ermita,Mujer,20,102,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,20,52,Maya
Chiquimula,San Juan Ermita,Mujer,21,91,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,21,42,Maya
Chiquimula,San Juan Ermita,Mujer,22,2,Garífuna
Chiquimula,San Juan Ermita,Mujer,22,131,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,22,52,Maya
Chiquimula,San Juan Ermita,Mujer,23,126,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,23,62,Maya
Chiquimula,San Juan Ermita,Mujer,24,107,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,24,61,Maya
Chiquimula,San Juan Ermita,Mujer,25,1,Afrodescendiente/Creole/Afromestizo
Chiquimula,San Juan Ermita,Mujer,25,1,Garífuna
Chiquimula,San Juan Ermita,Mujer,25,93,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,25,48,Maya
Chiquimula,San Juan Ermita,Mujer,26,1,Extranjera (o)
Chiquimula,San Juan Ermita,Mujer,26,1,Garífuna
Chiquimula,San Juan Ermita,Mujer,26,95,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,26,44,Maya
Chiquimula,San Juan Ermita,Mujer,27,109,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,27,41,Maya
Chiquimula,San Juan Ermita,Mujer,28,1,Garífuna
Chiquimula,San Juan Ermita,Mujer,28,89,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,28,46,Maya
Chiquimula,San Juan Ermita,Mujer,29,78,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,29,34,Maya
Chiquimula,San Juan Ermita,Mujer,30,110,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,30,35,Maya
Chiquimula,San Juan Ermita,Mujer,31,1,Garífuna
Chiquimula,San Juan Ermita,Mujer,31,72,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,31,34,Maya
Chiquimula,San Juan Ermita,Mujer,32,79,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,32,40,Maya
Chiquimula,San Juan Ermita,Mujer,33,1,Garífuna
Chiquimula,San Juan Ermita,Mujer,33,83,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,33,31,Maya
Chiquimula,San Juan Ermita,Mujer,34,81,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,34,32,Maya
Chiquimula,San Juan Ermita,Mujer,35,71,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,35,30,Maya
Chiquimula,San Juan Ermita,Mujer,36,69,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,36,31,Maya
Chiquimula,San Juan Ermita,Mujer,37,1,Afrodescendiente/Creole/Afromestizo
Chiquimula,San Juan Ermita,Mujer,37,75,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,37,35,Maya
Chiquimula,San Juan Ermita,Mujer,38,2,Extranjera (o)
Chiquimula,San Juan Ermita,Mujer,38,67,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,38,20,Maya
Chiquimula,San Juan Ermita,Mujer,39,71,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,39,28,Maya
Chiquimula,San Juan Ermita,Mujer,40,63,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,40,25,Maya
Chiquimula,San Juan Ermita,Mujer,41,50,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,41,23,Maya
Chiquimula,San Juan Ermita,Mujer,42,67,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,42,36,Maya
Chiquimula,San Juan Ermita,Mujer,43,1,Afrodescendiente/Creole/Afromestizo
Chiquimula,San Juan Ermita,Mujer,43,51,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,43,22,Maya
Chiquimula,San Juan Ermita,Mujer,44,47,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,44,14,Maya
Chiquimula,San Juan Ermita,Mujer,45,46,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,45,29,Maya
Chiquimula,San Juan Ermita,Mujer,46,1,Extranjera (o)
Chiquimula,San Juan Ermita,Mujer,46,39,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,46,19,Maya
Chiquimula,San Juan Ermita,Mujer,47,64,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,47,17,Maya
Chiquimula,San Juan Ermita,Mujer,48,47,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,48,19,Maya
Chiquimula,San Juan Ermita,Mujer,49,40,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,49,19,Maya
Chiquimula,San Juan Ermita,Mujer,50,44,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,50,23,Maya
Chiquimula,San Juan Ermita,Mujer,51,43,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,51,12,Maya
Chiquimula,San Juan Ermita,Mujer,52,1,Garífuna
Chiquimula,San Juan Ermita,Mujer,52,43,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,52,16,Maya
Chiquimula,San Juan Ermita,Mujer,53,52,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,53,20,Maya
Chiquimula,San Juan Ermita,Mujer,54,37,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,54,18,Maya
Chiquimula,San Juan Ermita,Mujer,55,1,Garífuna
Chiquimula,San Juan Ermita,Mujer,55,46,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,55,26,Maya
Chiquimula,San Juan Ermita,Mujer,56,43,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,56,12,Maya
Chiquimula,San Juan Ermita,Mujer,57,29,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,57,18,Maya
Chiquimula,San Juan Ermita,Mujer,58,41,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,58,17,Maya
Chiquimula,San Juan Ermita,Mujer,59,31,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,59,17,Maya
Chiquimula,San Juan Ermita,Mujer,60,35,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,60,15,Maya
Chiquimula,San Juan Ermita,Mujer,61,17,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,61,7,Maya
Chiquimula,San Juan Ermita,Mujer,62,28,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,62,17,Maya
Chiquimula,San Juan Ermita,Mujer,63,35,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,63,14,Maya
Chiquimula,San Juan Ermita,Mujer,64,28,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,64,16,Maya
Chiquimula,San Juan Ermita,Mujer,65,24,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,65,12,Maya
Chiquimula,San Juan Ermita,Mujer,66,25,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,66,16,Maya
Chiquimula,San Juan Ermita,Mujer,67,19,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,67,11,Maya
Chiquimula,San Juan Ermita,Mujer,68,30,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,68,15,Maya
Chiquimula,San Juan Ermita,Mujer,69,14,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,69,6,Maya
Chiquimula,San Juan Ermita,Mujer,70,20,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,70,11,Maya
Chiquimula,San Juan Ermita,Mujer,71,14,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,71,6,Maya
Chiquimula,San Juan Ermita,Mujer,72,14,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,72,7,Maya
Chiquimula,San Juan Ermita,Mujer,73,22,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,73,12,Maya
Chiquimula,San Juan Ermita,Mujer,74,8,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,74,5,Maya
Chiquimula,San Juan Ermita,Mujer,75,21,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,75,14,Maya
Chiquimula,San Juan Ermita,Mujer,76,1,Afrodescendiente/Creole/Afromestizo
Chiquimula,San Juan Ermita,Mujer,76,5,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,76,3,Maya
Chiquimula,San Juan Ermita,Mujer,77,14,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,77,2,Maya
Chiquimula,San Juan Ermita,Mujer,78,15,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,78,1,Maya
Chiquimula,San Juan Ermita,Mujer,79,8,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,79,9,Maya
Chiquimula,San Juan Ermita,Mujer,80,10,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,80,8,Maya
Chiquimula,San Juan Ermita,Mujer,81,7,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,82,6,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,82,4,Maya
Chiquimula,San Juan Ermita,Mujer,83,11,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,84,8,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,84,1,Maya
Chiquimula,San Juan Ermita,Mujer,85,8,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,85,1,Maya
Chiquimula,San Juan Ermita,Mujer,86,11,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,86,1,Maya
Chiquimula,San Juan Ermita,Mujer,87,3,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,87,1,Maya
Chiquimula,San Juan Ermita,Mujer,88,8,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,88,2,Maya
Chiquimula,San Juan Ermita,Mujer,89,2,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,89,2,Maya
Chiquimula,San Juan Ermita,Mujer,90,2,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,90,1,Maya
Chiquimula,San Juan Ermita,Mujer,91,3,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,92,1,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,92,2,Maya
Chiquimula,San Juan Ermita,Mujer,93,2,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,93,1,Maya
Chiquimula,San Juan Ermita,Mujer,94,1,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,94,1,Maya
Chiquimula,San Juan Ermita,Mujer,95,1,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,96,2,Maya
Chiquimula,San Juan Ermita,Mujer,97,1,Ladina (o)
Chiquimula,San Juan Ermita,Mujer,98,1,Maya
Chiquimula,San Juan Ermita,Mujer,99,1,Maya
Chiquimula,San Juan Ermita,Mujer,100,1,Ladina (o)
El Progreso,El Jícaro,Hombre,0,113,Ladina (o)
El Progreso,El Jícaro,Hombre,1,111,Ladina (o)
El Progreso,El Jícaro,Hombre,1,2,Maya
El Progreso,El Jícaro,Hombre,2,130,Ladina (o)
El Progreso,El Jícaro,Hombre,2,1,Maya
El Progreso,El Jícaro,Hombre,3,122,Ladina (o)
El Progreso,El Jícaro,Hombre,3,1,Maya
El Progreso,El Jícaro,Hombre,4,128,Ladina (o)
El Progreso,El Jícaro,Hombre,4,1,Maya
El Progreso,El Jícaro,Hombre,5,1,Garífuna
El Progreso,El Jícaro,Hombre,5,134,Ladina (o)
El Progreso,El Jícaro,Hombre,6,106,Ladina (o)
El Progreso,El Jícaro,Hombre,6,1,Maya
El Progreso,El Jícaro,Hombre,7,124,Ladina (o)
El Progreso,El Jícaro,Hombre,8,128,Ladina (o)
El Progreso,El Jícaro,Hombre,9,137,Ladina (o)
El Progreso,El Jícaro,Hombre,10,136,Ladina (o)
El Progreso,El Jícaro,Hombre,11,102,Ladina (o)
El Progreso,El Jícaro,Hombre,12,119,Ladina (o)
El Progreso,El Jícaro,Hombre,12,1,Maya
El Progreso,El Jícaro,Hombre,13,1,Extranjera (o)
El Progreso,El Jícaro,Hombre,13,140,Ladina (o)
El Progreso,El Jícaro,Hombre,13,1,Maya
El Progreso,El Jícaro,Hombre,14,129,Ladina (o)
El Progreso,El Jícaro,Hombre,15,1,Garífuna
El Progreso,El Jícaro,Hombre,15,130,Ladina (o)
El Progreso,El Jícaro,Hombre,15,2,Maya
El Progreso,El Jícaro,Hombre,16,147,Ladina (o)
El Progreso,El Jícaro,Hombre,16,1,Maya
El Progreso,El Jícaro,Hombre,17,1,Garífuna
El Progreso,El Jícaro,Hombre,17,163,Ladina (o)
El Progreso,El Jícaro,Hombre,17,1,Maya
El Progreso,El Jícaro,Hombre,18,1,Garífuna
El Progreso,El Jícaro,Hombre,18,162,Ladina (o)
El Progreso,El Jícaro,Hombre,19,128,Ladina (o)
El Progreso,El Jícaro,Hombre,20,128,Ladina (o)
El Progreso,El Jícaro,Hombre,21,1,Garífuna
El Progreso,El Jícaro,Hombre,21,133,Ladina (o)
El Progreso,El Jícaro,Hombre,21,1,Maya
El Progreso,El Jícaro,Hombre,22,127,Ladina (o)
El Progreso,El Jícaro,Hombre,22,2,Maya
El Progreso,El Jícaro,Hombre,23,122,Ladina (o)
El Progreso,El Jícaro,Hombre,24,129,Ladina (o)
El Progreso,El Jícaro,Hombre,25,1,Extranjera (o)
El Progreso,El Jícaro,Hombre,25,128,Ladina (o)
El Progreso,El Jícaro,Hombre,26,88,Ladina (o)
El Progreso,El Jícaro,Hombre,26,1,Maya
El Progreso,El Jícaro,Hombre,27,98,Ladina (o)
El Progreso,El Jícaro,Hombre,27,1,Maya
El Progreso,El Jícaro,Hombre,28,105,Ladina (o)
El Progreso,El Jícaro,Hombre,28,1,Maya
El Progreso,El Jícaro,Hombre,29,103,Ladina (o)
El Progreso,El Jícaro,Hombre,29,1,Maya
El Progreso,El Jícaro,Hombre,30,102,Ladina (o)
El Progreso,El Jícaro,Hombre,30,1,Maya
El Progreso,El Jícaro,Hombre,31,57,Ladina (o)
El Progreso,El Jícaro,Hombre,32,99,Ladina (o)
El Progreso,El Jícaro,Hombre,33,91,Ladina (o)
El Progreso,El Jícaro,Hombre,33,1,Maya
El Progreso,El Jícaro,Hombre,34,1,Garífuna
El Progreso,El Jícaro,Hombre,34,72,Ladina (o)
El Progreso,El Jícaro,Hombre,35,89,Ladina (o)
El Progreso,El Jícaro,Hombre,36,72,Ladina (o)
El Progreso,El Jícaro,Hombre,36,1,Maya
El Progreso,El Jícaro,Hombre,37,79,Ladina (o)
El Progreso,El Jícaro,Hombre,37,2,Maya
El Progreso,El Jícaro,Hombre,38,1,Garífuna
El Progreso,El Jícaro,Hombre,38,103,Ladina (o)
El Progreso,El Jícaro,Hombre,39,2,Extranjera (o)
El Progreso,El Jícaro,Hombre,39,77,Ladina (o)
El Progreso,El Jícaro,Hombre,39,1,Maya
